total_timesteps,iterations,ep_len_mean,ep_rew_mean,fps,time_elapsed
247296,1932,10.12,-8.152,6663,37.1
247424,1933,10.13,-8.173,6663,37.1
247552,1934,10.14,-8.254,6663,37.1
247680,1935,10.13,-8.213,6663,37.2
247808,1936,10.13,-8.213,6664,37.2
247936,1937,10.1,-8.15,6664,37.2
248064,1938,10.1,-8.15,6664,37.2
248192,1939,10.09,-8.089,6664,37.2
248320,1940,10.11,-8.131,6665,37.3
248448,1941,10.11,-8.131,6665,37.3
248576,1942,10.14,-8.194,6665,37.3
248704,1943,10.13,-8.193,6665,37.3
248832,1944,10.15,-8.235,6665,37.3
248960,1945,10.16,-8.256,6665,37.3
249088,1946,10.17,-8.297,6666,37.4
249216,1947,10.18,-8.338,6666,37.4
249344,1948,10.18,-8.338,6666,37.4
249472,1949,10.14,-8.274,6666,37.4
249600,1950,10.11,-8.211,6666,37.4
249728,1951,10.1,-8.17,6666,37.5
249856,1952,10.09,-8.169,6667,37.5
249984,1953,10.08,-8.148,6666,37.5
250112,1954,10.09,-8.169,6662,37.5
250240,1955,10.09,-8.169,6662,37.6
250368,1956,10.07,-8.107,6662,37.6
250496,1957,10.09,-8.149,6662,37.6
250624,1958,10.11,-8.211,6662,37.6
250752,1959,10.12,-8.232,6662,37.6
250880,1960,10.14,-8.274,6662,37.7
251008,1961,10.16,-8.316,6662,37.7
251136,1962,10.15,-8.295,6662,37.7
251264,1963,10.16,-8.276,6663,37.7
251392,1964,10.17,-8.317,6663,37.7
251520,1965,10.16,-8.276,6663,37.7
251648,1966,10.17,-8.297,6663,37.8
251776,1967,10.17,-8.297,6663,37.8
251904,1968,10.14,-8.234,6663,37.8
252032,1969,10.14,-8.234,6663,37.8
252160,1970,10.13,-8.213,6663,37.8
252288,1971,10.1,-8.19,6664,37.9
252416,1972,10.1,-8.19,6664,37.9
252544,1973,10.09,-8.169,6664,37.9
252672,1974,10.1,-8.17,6664,37.9
252800,1975,10.09,-8.149,6664,37.9
252928,1976,10.1,-8.17,6664,37.9
253056,1977,10.1,-8.17,6665,38.0
253184,1978,10.11,-8.171,6665,38.0
253312,1979,10.13,-8.193,6665,38.0
253440,1980,10.14,-8.214,6665,38.0
253568,1981,10.13,-8.193,6665,38.0
253696,1982,10.12,-8.192,6665,38.1
253824,1983,10.11,-8.171,6666,38.1
253952,1984,10.09,-8.089,6666,38.1
254080,1985,10.11,-8.131,6666,38.1
254208,1986,10.11,-8.111,6666,38.1
254336,1987,10.09,-8.109,6666,38.2
254464,1988,10.1,-8.13,6666,38.2
254592,1989,10.1,-8.13,6666,38.2
254720,1990,10.1,-8.13,6667,38.2
254848,1991,10.1,-8.11,6667,38.2
254976,1992,10.11,-8.171,6667,38.2
255104,1993,10.11,-8.151,6667,38.3
255232,1994,10.11,-8.171,6667,38.3
255360,1995,10.11,-8.171,6667,38.3
255488,1996,10.09,-8.109,6668,38.3
255616,1997,10.11,-8.151,6668,38.3
255744,1998,10.1,-8.11,6668,38.4
255872,1999,10.1,-8.13,6668,38.4
256000,2000,10.11,-8.151,6668,38.4
256128,2001,10.1,-8.15,6668,38.4
256256,2002,10.09,-8.129,6668,38.4
256384,2003,10.11,-8.131,6668,38.4
256512,2004,10.09,-8.069,6668,38.5
256640,2005,10.1,-8.09,6668,38.5
256768,2006,10.13,-8.173,6668,38.5
256896,2007,10.14,-8.174,6669,38.5
257024,2008,10.15,-8.175,6669,38.5
257152,2009,10.17,-8.237,6669,38.6
257280,2010,10.16,-8.216,6669,38.6
257408,2011,10.17,-8.277,6669,38.6
257536,2012,10.2,-8.38,6669,38.6
257664,2013,10.19,-8.359,6669,38.6
257792,2014,10.17,-8.297,6669,38.6
257920,2015,10.2,-8.38,6670,38.7
258048,2016,10.19,-8.379,6670,38.7
258176,2017,10.16,-8.316,6670,38.7
258304,2018,10.16,-8.316,6670,38.7
258432,2019,10.15,-8.275,6670,38.7
258560,2020,10.13,-8.233,6670,38.8
258688,2021,10.14,-8.254,6670,38.8
258816,2022,10.14,-8.274,6671,38.8
258944,2023,10.12,-8.232,6671,38.8
259072,2024,10.14,-8.274,6671,38.8
259200,2025,10.19,-8.379,6671,38.9
259328,2026,10.19,-8.359,6671,38.9
259456,2027,10.18,-8.338,6671,38.9
259584,2028,10.16,-8.296,6672,38.9
259712,2029,10.15,-8.275,6672,38.9
259840,2030,10.15,-8.275,6672,38.9
259968,2031,10.13,-8.233,6672,39.0
260096,2032,10.11,-8.151,6666,39.0
260224,2033,10.07,-8.047,6666,39.0
260352,2034,10.08,-8.028,6667,39.0
260480,2035,10.08,-8.048,6667,39.1
260608,2036,10.12,-8.132,6667,39.1
260736,2037,10.13,-8.133,6667,39.1
260864,2038,10.14,-8.154,6667,39.1
260992,2039,10.14,-8.134,6667,39.1
261120,2040,10.14,-8.174,6667,39.2
261248,2041,10.13,-8.193,6667,39.2
261376,2042,10.13,-8.213,6667,39.2
261504,2043,10.13,-8.213,6668,39.2
261632,2044,10.11,-8.111,6668,39.2
261760,2045,10.1,-8.11,6668,39.3
261888,2046,10.1,-8.11,6668,39.3
262016,2047,10.1,-8.13,6668,39.3
262144,2048,10.09,-8.069,6668,39.3
262272,2049,10.09,-8.069,6668,39.3
262400,2050,10.08,-8.048,6668,39.3
262528,2051,10.09,-8.109,6669,39.4
262656,2052,10.08,-8.108,6669,39.4
262784,2053,10.08,-8.108,6669,39.4
262912,2054,10.07,-8.067,6669,39.4
263040,2055,10.09,-8.109,6669,39.4
263168,2056,10.11,-8.171,6669,39.5
263296,2057,10.14,-8.234,6669,39.5
263424,2058,10.15,-8.275,6669,39.5
263552,2059,10.14,-8.254,6669,39.5
263680,2060,10.14,-8.214,6670,39.5
263808,2061,10.15,-8.215,6670,39.5
263936,2062,10.16,-8.256,6670,39.6
264064,2063,10.15,-8.235,6670,39.6
264192,2064,10.14,-8.214,6670,39.6
264320,2065,10.15,-8.215,6670,39.6
264448,2066,10.16,-8.216,6670,39.6
264576,2067,10.15,-8.155,6671,39.7
264704,2068,10.16,-8.216,6671,39.7
264832,2069,10.15,-8.195,6671,39.7
264960,2070,10.15,-8.175,6671,39.7
265088,2071,10.16,-8.216,6671,39.7
265216,2072,10.16,-8.216,6671,39.8
265344,2073,10.13,-8.173,6672,39.8
265472,2074,10.13,-8.173,6672,39.8
265600,2075,10.14,-8.214,6672,39.8
265728,2076,10.12,-8.132,6672,39.8
265856,2077,10.11,-8.131,6672,39.8
265984,2078,10.12,-8.152,6672,39.9
266112,2079,10.12,-8.132,6672,39.9
266240,2080,10.12,-8.112,6673,39.9
266368,2081,10.11,-8.051,6673,39.9
266496,2082,10.11,-8.051,6673,39.9
266624,2083,10.11,-8.071,6673,40.0
266752,2084,10.11,-8.091,6673,40.0
266880,2085,10.09,-8.049,6673,40.0
267008,2086,10.09,-8.049,6673,40.0
267136,2087,10.07,-8.007,6674,40.0
267264,2088,10.07,-8.047,6674,40.0
267392,2089,10.09,-8.109,6674,40.1
267520,2090,10.1,-8.13,6674,40.1
267648,2091,10.11,-8.151,6674,40.1
267776,2092,10.11,-8.171,6674,40.1
267904,2093,10.11,-8.151,6674,40.1
268032,2094,10.12,-8.192,6674,40.2
268160,2095,10.12,-8.192,6675,40.2
268288,2096,10.14,-8.234,6675,40.2
268416,2097,10.11,-8.171,6675,40.2
268544,2098,10.09,-8.149,6675,40.2
268672,2099,10.08,-8.108,6675,40.2
268800,2100,10.08,-8.088,6675,40.3
268928,2101,10.07,-8.087,6675,40.3
269056,2102,10.05,-8.025,6675,40.3
269184,2103,10.04,-8.004,6675,40.3
269312,2104,10.04,-8.004,6675,40.3
269440,2105,10.05,-8.025,6675,40.4
269568,2106,10.06,-7.986,6676,40.4
269696,2107,10.08,-8.048,6676,40.4
269824,2108,10.13,-8.153,6676,40.4
269952,2109,10.15,-8.195,6676,40.4
270080,2110,10.15,-8.215,6671,40.5
270208,2111,10.15,-8.235,6671,40.5
270336,2112,10.14,-8.194,6671,40.5
270464,2113,10.13,-8.173,6671,40.5
270592,2114,10.13,-8.213,6672,40.6
270720,2115,10.15,-8.275,6672,40.6
270848,2116,10.13,-8.233,6672,40.6
270976,2117,10.11,-8.151,6672,40.6
271104,2118,10.13,-8.193,6672,40.6
271232,2119,10.14,-8.214,6672,40.6
271360,2120,10.15,-8.215,6672,40.7
271488,2121,10.15,-8.235,6672,40.7
271616,2122,10.13,-8.193,6673,40.7
271744,2123,10.1,-8.11,6673,40.7
271872,2124,10.09,-8.069,6673,40.7
272000,2125,10.09,-8.109,6673,40.8
272128,2126,10.08,-8.088,6673,40.8
272256,2127,10.09,-8.109,6673,40.8
272384,2128,10.07,-8.047,6674,40.8
272512,2129,10.07,-8.027,6674,40.8
272640,2130,10.06,-7.966,6674,40.8
272768,2131,10.08,-8.028,6674,40.9
272896,2132,10.09,-8.029,6674,40.9
273024,2133,10.09,-8.029,6674,40.9
273152,2134,10.08,-8.008,6674,40.9
273280,2135,10.07,-8.027,6675,40.9
273408,2136,10.07,-8.047,6675,41.0
273536,2137,10.1,-8.13,6675,41.0
273664,2138,10.11,-8.191,6675,41.0
273792,2139,10.1,-8.19,6675,41.0
273920,2140,10.07,-8.127,6675,41.0
274048,2141,10.07,-8.107,6676,41.0
274176,2142,10.1,-8.15,6676,41.1
274304,2143,10.09,-8.129,6676,41.1
274432,2144,10.1,-8.15,6676,41.1
274560,2145,10.08,-8.068,6676,41.1
274688,2146,10.11,-8.131,6676,41.1
274816,2147,10.1,-8.09,6676,41.2
274944,2148,10.11,-8.111,6676,41.2
275072,2149,10.12,-8.152,6677,41.2
275200,2150,10.1,-8.13,6677,41.2
275328,2151,10.11,-8.151,6677,41.2
275456,2152,10.13,-8.193,6677,41.3
275584,2153,10.13,-8.213,6677,41.3
275712,2154,10.09,-8.129,6677,41.3
275840,2155,10.11,-8.151,6677,41.3
275968,2156,10.11,-8.131,6678,41.3
276096,2157,10.09,-8.049,6678,41.3
276224,2158,10.08,-8.028,6678,41.4
276352,2159,10.08,-8.028,6678,41.4
276480,2160,10.06,-7.966,6678,41.4
276608,2161,10.06,-7.966,6678,41.4
276736,2162,10.06,-7.966,6678,41.4
276864,2163,10.04,-7.944,6679,41.5
276992,2164,10.04,-7.964,6679,41.5
277120,2165,10.04,-7.984,6679,41.5
277248,2166,10.08,-8.048,6679,41.5
277376,2167,10.07,-8.027,6679,41.5
277504,2168,10.06,-8.026,6679,41.5
277632,2169,10.08,-8.088,6679,41.6
277760,2170,10.1,-8.07,6679,41.6
277888,2171,10.11,-8.111,6679,41.6
278016,2172,10.13,-8.173,6679,41.6
278144,2173,10.15,-8.235,6680,41.6
278272,2174,10.13,-8.193,6680,41.7
278400,2175,10.13,-8.173,6680,41.7
278528,2176,10.15,-8.215,6680,41.7
278656,2177,10.14,-8.194,6680,41.7
278784,2178,10.13,-8.213,6680,41.7
278912,2179,10.12,-8.192,6680,41.7
279040,2180,10.11,-8.151,6680,41.8
279168,2181,10.11,-8.151,6681,41.8
279296,2182,10.11,-8.191,6681,41.8
279424,2183,10.11,-8.191,6681,41.8
279552,2184,10.14,-8.234,6681,41.8
279680,2185,10.16,-8.216,6681,41.9
279808,2186,10.18,-8.278,6681,41.9
279936,2187,10.18,-8.278,6681,41.9
280064,2188,10.15,-8.215,6676,41.9
280192,2189,10.14,-8.194,6676,42.0
280320,2190,10.14,-8.174,6676,42.0
280448,2191,10.13,-8.153,6677,42.0
280576,2192,10.11,-8.131,6676,42.0
280704,2193,10.09,-8.109,6676,42.0
280832,2194,10.07,-8.067,6677,42.1
280960,2195,10.07,-8.047,6677,42.1
281088,2196,10.09,-8.109,6677,42.1
281216,2197,10.11,-8.151,6677,42.1
281344,2198,10.11,-8.151,6677,42.1
281472,2199,10.11,-8.151,6677,42.2
281600,2200,10.11,-8.191,6677,42.2
281728,2201,10.1,-8.17,6677,42.2
281856,2202,10.1,-8.17,6677,42.2
281984,2203,10.1,-8.19,6677,42.2
282112,2204,10.11,-8.191,6677,42.2
282240,2205,10.09,-8.149,6677,42.3
282368,2206,10.07,-8.127,6677,42.3
282496,2207,10.08,-8.128,6678,42.3
282624,2208,10.08,-8.128,6678,42.3
282752,2209,10.1,-8.17,6678,42.3
282880,2210,10.1,-8.17,6678,42.4
283008,2211,10.12,-8.192,6678,42.4
283136,2212,10.1,-8.17,6678,42.4
283264,2213,10.11,-8.171,6678,42.4
283392,2214,10.14,-8.194,6678,42.4
283520,2215,10.13,-8.193,6678,42.5
283648,2216,10.1,-8.11,6678,42.5
283776,2217,10.09,-8.089,6679,42.5
283904,2218,10.09,-8.109,6679,42.5
284032,2219,10.07,-8.047,6679,42.5
284160,2220,10.09,-8.089,6679,42.5
284288,2221,10.09,-8.089,6679,42.6
284416,2222,10.06,-8.046,6679,42.6
284544,2223,10.07,-8.067,6679,42.6
284672,2224,10.13,-8.213,6680,42.6
284800,2225,10.14,-8.234,6680,42.6
284928,2226,10.14,-8.234,6680,42.7
285056,2227,10.13,-8.213,6680,42.7
285184,2228,10.16,-8.296,6680,42.7
285312,2229,10.17,-8.317,6680,42.7
285440,2230,10.17,-8.317,6680,42.7
285568,2231,10.18,-8.298,6681,42.7
285696,2232,10.16,-8.236,6680,42.8
285824,2233,10.15,-8.215,6681,42.8
285952,2234,10.14,-8.194,6681,42.8
286080,2235,10.14,-8.214,6681,42.8
286208,2236,10.1,-8.11,6681,42.8
286336,2237,10.09,-8.089,6681,42.9
286464,2238,10.11,-8.151,6681,42.9
286592,2239,10.08,-8.148,6681,42.9
286720,2240,10.05,-8.065,6682,42.9
286848,2241,10.06,-8.086,6682,42.9
286976,2242,10.08,-8.128,6682,42.9
287104,2243,10.07,-8.087,6682,43.0
287232,2244,10.08,-8.108,6682,43.0
287360,2245,10.08,-8.108,6682,43.0
287488,2246,10.08,-8.108,6682,43.0
287616,2247,10.07,-8.087,6683,43.0
287744,2248,10.08,-8.128,6683,43.1
287872,2249,10.08,-8.128,6683,43.1
288000,2250,10.08,-8.108,6683,43.1
288128,2251,10.09,-8.109,6683,43.1
288256,2252,10.09,-8.129,6683,43.1
288384,2253,10.09,-8.129,6683,43.1
288512,2254,10.12,-8.172,6683,43.2
288640,2255,10.13,-8.173,6683,43.2
288768,2256,10.16,-8.236,6684,43.2
288896,2257,10.14,-8.194,6684,43.2
289024,2258,10.14,-8.194,6684,43.2
289152,2259,10.16,-8.236,6684,43.3
289280,2260,10.14,-8.194,6684,43.3
289408,2261,10.14,-8.194,6683,43.3
289536,2262,10.11,-8.151,6682,43.3
289664,2263,10.08,-8.088,6682,43.3
289792,2264,10.07,-8.067,6682,43.4
289920,2265,10.08,-8.068,6682,43.4
290048,2266,10.08,-8.088,6677,43.4
290176,2267,10.07,-8.087,6678,43.5
290304,2268,10.09,-8.129,6678,43.5
290432,2269,10.07,-8.087,6678,43.5
290560,2270,10.1,-8.15,6678,43.5
290688,2271,10.11,-8.171,6678,43.5
290816,2272,10.13,-8.213,6678,43.5
290944,2273,10.15,-8.275,6678,43.6
291072,2274,10.14,-8.214,6678,43.6
291200,2275,10.15,-8.235,6678,43.6
291328,2276,10.14,-8.214,6678,43.6
291456,2277,10.14,-8.194,6679,43.6
291584,2278,10.13,-8.133,6679,43.7
291712,2279,10.15,-8.175,6679,43.7
291840,2280,10.13,-8.133,6679,43.7
291968,2281,10.13,-8.133,6679,43.7
292096,2282,10.14,-8.174,6679,43.7
292224,2283,10.16,-8.216,6679,43.8
292352,2284,10.16,-8.216,6679,43.8
292480,2285,10.17,-8.257,6679,43.8
292608,2286,10.14,-8.234,6679,43.8
292736,2287,10.13,-8.233,6679,43.8
292864,2288,10.14,-8.254,6679,43.8
292992,2289,10.12,-8.212,6679,43.9
293120,2290,10.11,-8.211,6680,43.9
293248,2291,10.11,-8.231,6680,43.9
293376,2292,10.13,-8.253,6680,43.9
293504,2293,10.12,-8.232,6680,43.9
293632,2294,10.12,-8.212,6680,44.0
293760,2295,10.14,-8.254,6680,44.0
293888,2296,10.12,-8.212,6680,44.0
294016,2297,10.15,-8.275,6680,44.0
294144,2298,10.17,-8.317,6681,44.0
294272,2299,10.16,-8.256,6681,44.0
294400,2300,10.14,-8.214,6681,44.1
294528,2301,10.16,-8.256,6680,44.1
294656,2302,10.16,-8.276,6681,44.1
294784,2303,10.14,-8.194,6681,44.1
294912,2304,10.14,-8.194,6681,44.1
295040,2305,10.12,-8.152,6681,44.2
295168,2306,10.11,-8.131,6681,44.2
295296,2307,10.09,-8.129,6681,44.2
295424,2308,10.09,-8.149,6681,44.2
295552,2309,10.07,-8.067,6681,44.2
295680,2310,10.07,-8.087,6681,44.3
295808,2311,10.08,-8.128,6681,44.3
295936,2312,10.08,-8.048,6681,44.3
296064,2313,10.07,-8.027,6682,44.3
296192,2314,10.05,-7.985,6682,44.3
296320,2315,10.04,-7.964,6682,44.3
296448,2316,10.04,-7.964,6682,44.4
296576,2317,10.08,-8.068,6682,44.4
296704,2318,10.07,-8.047,6682,44.4
296832,2319,10.05,-8.025,6682,44.4
296960,2320,10.08,-8.128,6683,44.4
297088,2321,10.09,-8.109,6683,44.5
297216,2322,10.09,-8.109,6683,44.5
297344,2323,10.09,-8.069,6683,44.5
297472,2324,10.11,-8.111,6683,44.5
297600,2325,10.1,-8.11,6683,44.5
297728,2326,10.09,-8.089,6683,44.5
297856,2327,10.1,-8.11,6683,44.6
297984,2328,10.07,-8.067,6684,44.6
298112,2329,10.08,-8.128,6684,44.6
298240,2330,10.08,-8.128,6684,44.6
298368,2331,10.08,-8.168,6684,44.6
298496,2332,10.06,-8.106,6684,44.7
298624,2333,10.07,-8.127,6684,44.7
298752,2334,10.06,-8.106,6684,44.7
298880,2335,10.07,-8.127,6684,44.7
299008,2336,10.1,-8.13,6684,44.7
299136,2337,10.09,-8.109,6685,44.7
299264,2338,10.11,-8.151,6685,44.8
299392,2339,10.12,-8.192,6685,44.8
299520,2340,10.12,-8.192,6685,44.8
299648,2341,10.11,-8.131,6685,44.8
299776,2342,10.12,-8.152,6685,44.8
299904,2343,10.13,-8.193,6685,44.9
300032,2344,10.1,-8.15,6680,44.9
300160,2345,10.1,-8.15,6681,44.9
300288,2346,10.1,-8.13,6681,44.9
300416,2347,10.1,-8.13,6681,45.0
300544,2348,10.11,-8.111,6681,45.0
300672,2349,10.12,-8.152,6681,45.0
300800,2350,10.09,-8.089,6681,45.0
300928,2351,10.1,-8.13,6681,45.0
301056,2352,10.12,-8.152,6681,45.1
301184,2353,10.12,-8.152,6681,45.1
301312,2354,10.12,-8.152,6681,45.1
301440,2355,10.12,-8.112,6681,45.1
301568,2356,10.11,-8.111,6682,45.1
301696,2357,10.1,-8.11,6682,45.1
301824,2358,10.13,-8.173,6682,45.2
301952,2359,10.14,-8.174,6682,45.2
302080,2360,10.12,-8.152,6682,45.2
302208,2361,10.12,-8.132,6682,45.2
302336,2362,10.13,-8.193,6682,45.2
302464,2363,10.14,-8.234,6682,45.3
302592,2364,10.14,-8.234,6682,45.3
302720,2365,10.15,-8.195,6682,45.3
302848,2366,10.14,-8.154,6682,45.3
302976,2367,10.12,-8.132,6682,45.3
303104,2368,10.14,-8.174,6683,45.4
303232,2369,10.18,-8.278,6683,45.4
303360,2370,10.17,-8.197,6683,45.4
303488,2371,10.14,-8.114,6683,45.4
303616,2372,10.14,-8.134,6683,45.4
303744,2373,10.14,-8.174,6683,45.4
303872,2374,10.13,-8.173,6683,45.5
304000,2375,10.16,-8.216,6683,45.5
304128,2376,10.14,-8.154,6683,45.5
304256,2377,10.12,-8.112,6683,45.5
304384,2378,10.12,-8.192,6683,45.5
304512,2379,10.14,-8.194,6684,45.6
304640,2380,10.15,-8.195,6684,45.6
304768,2381,10.13,-8.153,6684,45.6
304896,2382,10.11,-8.051,6684,45.6
305024,2383,10.08,-7.968,6684,45.6
305152,2384,10.07,-7.967,6684,45.7
305280,2385,10.05,-7.925,6684,45.7
305408,2386,10.05,-7.905,6684,45.7
305536,2387,10.03,-7.903,6684,45.7
305664,2388,10.03,-7.943,6684,45.7
305792,2389,10.03,-7.923,6685,45.7
305920,2390,10.03,-7.983,6685,45.8
306048,2391,10.04,-8.024,6685,45.8
306176,2392,10.05,-8.045,6685,45.8
306304,2393,10.07,-8.107,6685,45.8
306432,2394,10.08,-8.128,6685,45.8
306560,2395,10.1,-8.17,6685,45.9
306688,2396,10.13,-8.233,6685,45.9
306816,2397,10.14,-8.294,6686,45.9
306944,2398,10.17,-8.357,6686,45.9
307072,2399,10.18,-8.378,6686,45.9
307200,2400,10.19,-8.399,6686,45.9
307328,2401,10.18,-8.358,6686,46.0
307456,2402,10.17,-8.317,6686,46.0
307584,2403,10.17,-8.317,6686,46.0
307712,2404,10.13,-8.233,6686,46.0
307840,2405,10.12,-8.192,6686,46.0
307968,2406,10.1,-8.13,6686,46.1
308096,2407,10.08,-8.048,6686,46.1
308224,2408,10.07,-8.047,6686,46.1
308352,2409,10.08,-8.068,6687,46.1
308480,2410,10.08,-8.068,6687,46.1
308608,2411,10.07,-8.047,6687,46.1
308736,2412,10.08,-8.068,6687,46.2
308864,2413,10.09,-8.109,6687,46.2
308992,2414,10.12,-8.192,6687,46.2
309120,2415,10.14,-8.274,6687,46.2
309248,2416,10.16,-8.316,6687,46.2
309376,2417,10.14,-8.274,6687,46.3
309504,2418,10.15,-8.315,6688,46.3
309632,2419,10.13,-8.273,6688,46.3
309760,2420,10.14,-8.274,6688,46.3
309888,2421,10.1,-8.17,6688,46.3
310016,2422,10.12,-8.192,6684,46.4
310144,2423,10.09,-8.129,6684,46.4
310272,2424,10.07,-8.087,6684,46.4
310400,2425,10.09,-8.109,6684,46.4
310528,2426,10.07,-8.067,6684,46.5
310656,2427,10.08,-8.088,6684,46.5
310784,2428,10.1,-8.15,6684,46.5
310912,2429,10.1,-8.17,6684,46.5
311040,2430,10.08,-8.148,6684,46.5
311168,2431,10.08,-8.128,6684,46.5
311296,2432,10.08,-8.088,6684,46.6
311424,2433,10.07,-8.087,6685,46.6
311552,2434,10.08,-8.088,6685,46.6
311680,2435,10.07,-8.047,6685,46.6
311808,2436,10.04,-7.984,6685,46.6
311936,2437,10.05,-7.985,6685,46.7
312064,2438,10.05,-7.985,6685,46.7
312192,2439,10.07,-8.047,6685,46.7
312320,2440,10.07,-8.067,6686,46.7
312448,2441,10.07,-8.047,6686,46.7
312576,2442,10.1,-8.13,6686,46.7
312704,2443,10.12,-8.172,6686,46.8
312832,2444,10.12,-8.152,6686,46.8
312960,2445,10.13,-8.173,6686,46.8
313088,2446,10.12,-8.152,6686,46.8
313216,2447,10.16,-8.256,6686,46.8
313344,2448,10.15,-8.235,6686,46.9
313472,2449,10.17,-8.277,6687,46.9
313600,2450,10.16,-8.256,6687,46.9
313728,2451,10.15,-8.235,6687,46.9
313856,2452,10.15,-8.255,6687,46.9
313984,2453,10.14,-8.254,6687,47.0
314112,2454,10.14,-8.254,6687,47.0
314240,2455,10.11,-8.191,6687,47.0
314368,2456,10.11,-8.171,6687,47.0
314496,2457,10.07,-8.127,6687,47.0
314624,2458,10.07,-8.127,6687,47.0
314752,2459,10.07,-8.127,6688,47.1
314880,2460,10.05,-8.065,6688,47.1
315008,2461,10.06,-8.086,6688,47.1
315136,2462,10.08,-8.108,6688,47.1
315264,2463,10.06,-8.046,6688,47.1
315392,2464,10.07,-8.087,6688,47.2
315520,2465,10.07,-8.047,6688,47.2
315648,2466,10.06,-8.026,6688,47.2
315776,2467,10.06,-7.986,6688,47.2
315904,2468,10.06,-8.006,6688,47.2
316032,2469,10.05,-7.985,6688,47.2
316160,2470,10.03,-7.963,6689,47.3
316288,2471,10.03,-7.983,6689,47.3
316416,2472,10.02,-7.962,6689,47.3
316544,2473,10.02,-8.002,6689,47.3
316672,2474,10.02,-8.022,6689,47.3
316800,2475,10.03,-8.063,6689,47.4
316928,2476,10.05,-8.105,6690,47.4
317056,2477,10.06,-8.126,6690,47.4
317184,2478,10.06,-8.106,6690,47.4
317312,2479,10.08,-8.148,6690,47.4
317440,2480,10.11,-8.211,6690,47.4
317568,2481,10.13,-8.253,6690,47.5
317696,2482,10.13,-8.253,6690,47.5
317824,2483,10.13,-8.253,6690,47.5
317952,2484,10.11,-8.191,6690,47.5
318080,2485,10.1,-8.15,6690,47.5
318208,2486,10.1,-8.17,6691,47.6
318336,2487,10.11,-8.171,6691,47.6
318464,2488,10.1,-8.15,6691,47.6
318592,2489,10.08,-8.108,6691,47.6
318720,2490,10.07,-8.067,6691,47.6
318848,2491,10.09,-8.109,6691,47.6
318976,2492,10.11,-8.131,6691,47.7
319104,2493,10.15,-8.235,6691,47.7
319232,2494,10.13,-8.193,6691,47.7
319360,2495,10.11,-8.171,6691,47.7
319488,2496,10.09,-8.109,6692,47.7
319616,2497,10.09,-8.089,6692,47.8
319744,2498,10.1,-8.13,6692,47.8
319872,2499,10.09,-8.069,6692,47.8
320000,2500,10.05,-8.005,6687,47.8
320128,2501,10.03,-7.963,6687,47.9
320256,2502,10.05,-7.985,6688,47.9
320384,2503,10.05,-7.985,6688,47.9
320512,2504,10.07,-8.027,6688,47.9
320640,2505,10.06,-8.026,6688,47.9
320768,2506,10.07,-8.047,6688,48.0
320896,2507,10.06,-8.066,6688,48.0
321024,2508,10.06,-8.046,6688,48.0
321152,2509,10.07,-8.067,6688,48.0
321280,2510,10.07,-8.047,6688,48.0
321408,2511,10.07,-8.027,6688,48.1
321536,2512,10.08,-8.068,6688,48.1
321664,2513,10.1,-8.07,6689,48.1
321792,2514,10.08,-8.008,6689,48.1
321920,2515,10.11,-8.071,6689,48.1
322048,2516,10.12,-8.092,6689,48.1
322176,2517,10.12,-8.092,6689,48.2
322304,2518,10.11,-8.091,6689,48.2
322432,2519,10.12,-8.112,6689,48.2
322560,2520,10.1,-8.07,6689,48.2
322688,2521,10.09,-8.089,6689,48.2
322816,2522,10.11,-8.131,6690,48.3
322944,2523,10.08,-8.068,6690,48.3
323072,2524,10.09,-8.129,6690,48.3
323200,2525,10.09,-8.149,6690,48.3
323328,2526,10.08,-8.128,6690,48.3
323456,2527,10.07,-8.107,6690,48.3
323584,2528,10.09,-8.129,6690,48.4
323712,2529,10.09,-8.129,6690,48.4
323840,2530,10.07,-8.107,6690,48.4
323968,2531,10.1,-8.15,6691,48.4
324096,2532,10.08,-8.108,6691,48.4
324224,2533,10.08,-8.108,6691,48.5
324352,2534,10.07,-8.107,6691,48.5
324480,2535,10.07,-8.107,6691,48.5
324608,2536,10.07,-8.107,6691,48.5
324736,2537,10.08,-8.088,6691,48.5
324864,2538,10.08,-8.088,6691,48.5
324992,2539,10.07,-8.087,6691,48.6
325120,2540,10.08,-8.108,6691,48.6
325248,2541,10.09,-8.109,6692,48.6
325376,2542,10.1,-8.13,6692,48.6
325504,2543,10.12,-8.172,6692,48.6
325632,2544,10.1,-8.19,6692,48.7
325760,2545,10.09,-8.149,6692,48.7
325888,2546,10.11,-8.151,6692,48.7
326016,2547,10.11,-8.111,6692,48.7
326144,2548,10.11,-8.111,6692,48.7
326272,2549,10.1,-8.07,6692,48.8
326400,2550,10.08,-8.028,6692,48.8
326528,2551,10.1,-8.01,6692,48.8
326656,2552,10.09,-7.989,6693,48.8
326784,2553,10.09,-8.009,6693,48.8
326912,2554,10.07,-7.987,6693,48.8
327040,2555,10.05,-7.985,6693,48.9
327168,2556,10.04,-7.964,6693,48.9
327296,2557,10.03,-7.983,6693,48.9
327424,2558,10.01,-7.961,6693,48.9
327552,2559,10.0,-7.98,6693,48.9
327680,2560,10.01,-8.001,6693,49.0
327808,2561,10.02,-8.002,6693,49.0
327936,2562,10.02,-8.022,6694,49.0
328064,2563,10.03,-8.043,6694,49.0
328192,2564,10.04,-8.024,6694,49.0
328320,2565,10.04,-8.024,6694,49.0
