total_timesteps,iterations,ep_len_mean,ep_rew_mean,fps,time_elapsed
238720,1865,8.09,3.926,4771,50.0
238848,1866,8.09,3.901,4770,50.1
238976,1867,8.08,3.922,4768,50.1
239104,1868,8.08,3.997,4766,50.2
239232,1869,8.08,4.067,4764,50.2
239360,1870,8.07,3.988,4762,50.3
239488,1871,8.06,3.979,4760,50.3
239616,1872,8.06,3.984,4758,50.4
239744,1873,8.09,4.056,4757,50.4
239872,1874,8.08,4.087,4755,50.4
240000,1875,8.08,4.072,4748,50.5
240128,1876,8.09,4.106,4746,50.6
240256,1877,8.09,4.111,4744,50.6
240384,1878,8.11,4.144,4743,50.7
240512,1879,8.1,4.175,4741,50.7
240640,1880,8.07,4.093,4739,50.8
240768,1881,8.07,4.123,4737,50.8
240896,1882,8.08,4.142,4735,50.9
241024,1883,8.08,4.072,4734,50.9
241152,1884,8.07,4.098,4732,51.0
241280,1885,8.06,4.154,4730,51.0
241408,1886,8.06,4.369,4728,51.1
241536,1887,8.07,4.293,4726,51.1
241664,1888,8.09,4.256,4724,51.2
241792,1889,8.08,4.287,4722,51.2
241920,1890,8.1,4.295,4720,51.2
242048,1891,8.09,4.201,4718,51.3
242176,1892,8.1,4.05,4717,51.3
242304,1893,8.11,3.939,4715,51.4
242432,1894,8.11,3.924,4714,51.4
242560,1895,8.12,3.858,4712,51.5
242688,1896,8.13,3.867,4710,51.5
242816,1897,8.12,3.918,4708,51.6
242944,1898,8.11,4.059,4706,51.6
243072,1899,8.12,4.068,4705,51.7
243200,1900,8.12,4.108,4703,51.7
243328,1901,8.12,4.078,4701,51.8
243456,1902,8.12,4.158,4699,51.8
243584,1903,8.13,4.237,4697,51.9
243712,1904,8.13,4.182,4695,51.9
243840,1905,8.13,4.207,4693,51.9
243968,1906,8.11,4.274,4692,52.0
244096,1907,8.13,4.302,4690,52.0
244224,1908,8.13,4.267,4688,52.1
244352,1909,8.1,4.355,4686,52.1
244480,1910,8.1,4.23,4685,52.2
244608,1911,8.07,4.163,4683,52.2
244736,1912,8.07,4.108,4681,52.3
244864,1913,8.09,3.991,4680,52.3
244992,1914,8.08,3.917,4678,52.4
245120,1915,8.09,3.931,4676,52.4
245248,1916,8.09,3.981,4674,52.5
245376,1917,8.09,4.091,4673,52.5
245504,1918,8.11,4.084,4671,52.6
245632,1919,8.09,4.141,4669,52.6
245760,1920,8.08,4.177,4668,52.6
245888,1921,8.07,4.233,4666,52.7
246016,1922,8.06,4.154,4664,52.7
246144,1923,8.13,3.952,4663,52.8
246272,1924,8.12,3.913,4661,52.8
246400,1925,8.12,3.873,4659,52.9
246528,1926,8.1,4.015,4658,52.9
246656,1927,8.11,3.864,4656,53.0
246784,1928,8.12,3.778,4655,53.0
246912,1929,8.07,3.958,4653,53.1
247040,1930,8.06,3.914,4651,53.1
247168,1931,8.08,3.887,4649,53.2
247296,1932,8.11,3.924,4648,53.2
247424,1933,8.11,3.994,4646,53.2
247552,1934,8.1,4.06,4644,53.3
247680,1935,8.09,4.201,4643,53.3
247808,1936,8.07,4.168,4641,53.4
247936,1937,8.08,4.097,4640,53.4
248064,1938,8.06,3.979,4638,53.5
248192,1939,8.04,3.961,4636,53.5
248320,1940,8.05,3.965,4635,53.6
248448,1941,8.07,3.953,4633,53.6
248576,1942,8.08,3.972,4631,53.7
248704,1943,8.1,4.09,4630,53.7
248832,1944,8.07,4.293,4628,53.8
248960,1945,8.07,4.373,4626,53.8
249088,1946,8.09,4.291,4625,53.9
249216,1947,8.09,4.311,4623,53.9
249344,1948,8.07,4.343,4622,53.9
249472,1949,8.07,4.193,4620,54.0
249600,1950,8.06,4.239,4618,54.0
249728,1951,8.06,4.144,4617,54.1
249856,1952,8.05,4.155,4615,54.1
249984,1953,8.03,4.137,4614,54.2
250112,1954,8.05,3.965,4609,54.3
250240,1955,8.05,3.99,4607,54.3
250368,1956,8.08,3.987,4606,54.4
250496,1957,8.09,3.951,4604,54.4
250624,1958,8.09,3.966,4602,54.4
250752,1959,8.09,3.841,4601,54.5
250880,1960,8.08,3.802,4599,54.5
251008,1961,8.07,3.878,4598,54.6
251136,1962,8.05,3.84,4596,54.6
251264,1963,8.04,3.946,4594,54.7
251392,1964,8.05,3.86,4593,54.7
251520,1965,8.06,3.879,4591,54.8
251648,1966,8.07,3.918,4590,54.8
251776,1967,8.09,3.886,4588,54.9
251904,1968,8.1,4.04,4587,54.9
252032,1969,8.11,3.994,4585,55.0
252160,1970,8.11,4.189,4583,55.0
252288,1971,8.09,4.161,4582,55.1
252416,1972,8.09,4.206,4580,55.1
252544,1973,8.07,4.408,4579,55.2
252672,1974,8.07,4.348,4577,55.2
252800,1975,8.03,4.232,4576,55.2
252928,1976,8.03,4.047,4574,55.3
253056,1977,8.04,3.941,4573,55.3
253184,1978,8.04,3.976,4571,55.4
253312,1979,8.04,3.916,4569,55.4
253440,1980,8.05,3.83,4568,55.5
253568,1981,8.04,3.966,4566,55.5
253696,1982,8.04,4.106,4565,55.6
253824,1983,8.04,4.166,4563,55.6
253952,1984,8.02,4.263,4562,55.7
254080,1985,8.02,4.218,4560,55.7
254208,1986,8.02,4.163,4559,55.8
254336,1987,8.02,4.138,4557,55.8
254464,1988,8.04,4.016,4556,55.9
254592,1989,8.06,4.129,4554,55.9
254720,1990,8.05,4.12,4552,55.9
254848,1991,8.07,4.148,4551,56.0
254976,1992,8.08,4.157,4549,56.0
255104,1993,8.07,4.253,4548,56.1
255232,1994,8.05,4.255,4546,56.1
255360,1995,8.04,4.246,4545,56.2
255488,1996,8.05,4.215,4543,56.2
255616,1997,8.06,4.169,4542,56.3
255744,1998,8.06,4.009,4541,56.3
255872,1999,8.05,4.11,4539,56.4
256000,2000,8.07,4.133,4538,56.4
256128,2001,8.06,4.044,4536,56.5
256256,2002,8.05,4.035,4534,56.5
256384,2003,8.04,4.166,4533,56.6
256512,2004,8.04,4.281,4531,56.6
256640,2005,8.05,4.12,4530,56.6
256768,2006,8.05,4.08,4528,56.7
256896,2007,8.04,4.026,4527,56.7
257024,2008,8.06,3.979,4525,56.8
257152,2009,8.08,3.907,4524,56.8
257280,2010,8.07,3.928,4523,56.9
257408,2011,8.09,3.976,4521,56.9
257536,2012,8.08,4.027,4520,57.0
257664,2013,8.08,3.992,4518,57.0
257792,2014,8.08,4.057,4516,57.1
257920,2015,8.08,4.092,4515,57.1
258048,2016,8.07,4.228,4513,57.2
258176,2017,8.1,4.105,4512,57.2
258304,2018,8.1,4.235,4510,57.3
258432,2019,8.12,4.273,4509,57.3
258560,2020,8.11,4.219,4507,57.4
258688,2021,8.1,4.285,4506,57.4
258816,2022,8.1,4.21,4504,57.5
258944,2023,8.08,4.377,4503,57.5
259072,2024,8.08,4.382,4500,57.6
259200,2025,8.08,4.362,4498,57.6
259328,2026,8.08,4.252,4497,57.7
259456,2027,8.09,4.191,4496,57.7
259584,2028,8.09,4.196,4494,57.8
259712,2029,8.1,4.02,4493,57.8
259840,2030,8.08,4.012,4492,57.8
259968,2031,8.1,4.005,4490,57.9
260096,2032,8.08,4.027,4485,58.0
260224,2033,8.09,4.051,4484,58.0
260352,2034,8.06,4.099,4482,58.1
260480,2035,8.07,4.053,4481,58.1
260608,2036,8.08,3.947,4480,58.2
260736,2037,8.07,3.893,4478,58.2
260864,2038,8.07,3.778,4477,58.3
260992,2039,8.07,3.863,4476,58.3
261120,2040,8.07,3.808,4474,58.4
261248,2041,8.05,3.905,4473,58.4
261376,2042,8.04,4.076,4471,58.4
261504,2043,8.03,4.107,4470,58.5
261632,2044,8.05,4.085,4469,58.5
261760,2045,8.05,4.15,4467,58.6
261888,2046,8.04,4.186,4466,58.6
262016,2047,8.04,4.221,4465,58.7
262144,2048,8.04,4.221,4463,58.7
262272,2049,8.05,4.15,4462,58.8
262400,2050,8.03,4.222,4461,58.8
262528,2051,8.04,4.201,4459,58.9
262656,2052,8.03,4.282,4458,58.9
262784,2053,8.03,4.292,4456,59.0
262912,2054,8.03,4.227,4455,59.0
263040,2055,8.03,4.462,4453,59.1
263168,2056,8.02,4.428,4452,59.1
263296,2057,8.02,4.483,4451,59.2
263424,2058,8.04,4.406,4449,59.2
263552,2059,8.03,4.312,4448,59.2
263680,2060,8.04,4.231,4447,59.3
263808,2061,8.04,4.201,4445,59.3
263936,2062,8.05,4.17,4444,59.4
264064,2063,8.05,4.26,4443,59.4
264192,2064,8.04,4.091,4442,59.5
264320,2065,8.03,4.062,4440,59.5
264448,2066,8.06,4.094,4439,59.6
264576,2067,8.06,4.109,4438,59.6
264704,2068,8.07,4.083,4436,59.7
264832,2069,8.09,4.056,4435,59.7
264960,2070,8.09,4.046,4434,59.8
265088,2071,8.09,4.146,4432,59.8
265216,2072,8.06,4.254,4431,59.8
265344,2073,8.05,4.365,4430,59.9
265472,2074,8.04,4.366,4428,59.9
265600,2075,8.05,4.245,4427,60.0
265728,2076,8.05,4.25,4426,60.0
265856,2077,8.05,4.28,4425,60.1
265984,2078,8.08,4.202,4423,60.1
266112,2079,8.1,4.045,4422,60.2
266240,2080,8.1,4.045,4421,60.2
266368,2081,8.1,4.035,4420,60.3
266496,2082,8.09,4.096,4418,60.3
266624,2083,8.09,4.101,4417,60.4
266752,2084,8.05,4.0,4416,60.4
266880,2085,8.05,3.985,4415,60.4
267008,2086,8.04,4.071,4413,60.5
267136,2087,8.01,4.234,4412,60.5
267264,2088,8.02,4.228,4410,60.6
267392,2089,8.02,4.263,4409,60.6
267520,2090,8.02,4.228,4408,60.7
267648,2091,8.06,4.249,4407,60.7
267776,2092,8.07,4.143,4405,60.8
267904,2093,8.08,4.122,4404,60.8
268032,2094,8.08,4.077,4403,60.9
268160,2095,8.09,4.116,4401,60.9
268288,2096,8.09,4.081,4400,61.0
268416,2097,8.09,4.116,4399,61.0
268544,2098,8.08,4.157,4398,61.1
268672,2099,8.07,4.183,4396,61.1
268800,2100,8.07,4.118,4395,61.2
268928,2101,8.07,4.078,4393,61.2
269056,2102,8.06,4.269,4392,61.3
269184,2103,8.07,4.163,4391,61.3
269312,2104,8.04,4.146,4390,61.3
269440,2105,8.05,4.2,4388,61.4
269568,2106,8.07,4.158,4387,61.4
269696,2107,8.08,4.117,4386,61.5
269824,2108,8.12,3.888,4385,61.5
269952,2109,8.12,3.883,4383,61.6
270080,2110,8.12,3.873,4379,61.7
270208,2111,8.12,3.903,4378,61.7
270336,2112,8.11,3.874,4377,61.8
270464,2113,8.09,3.816,4375,61.8
270592,2114,8.07,3.803,4374,61.9
270720,2115,8.06,3.899,4373,61.9
270848,2116,8.06,3.859,4372,61.9
270976,2117,8.07,3.953,4370,62.0
271104,2118,8.06,4.074,4369,62.0
271232,2119,8.07,4.153,4368,62.1
271360,2120,8.07,4.198,4366,62.1
271488,2121,8.06,4.279,4365,62.2
271616,2122,8.08,4.227,4364,62.2
271744,2123,8.07,4.193,4363,62.3
271872,2124,8.07,4.103,4361,62.3
272000,2125,8.07,4.093,4360,62.4
272128,2126,8.06,4.069,4359,62.4
272256,2127,8.07,4.093,4358,62.5
272384,2128,8.04,4.201,4356,62.5
272512,2129,8.04,4.271,4355,62.6
272640,2130,8.05,4.255,4354,62.6
272768,2131,8.05,4.25,4353,62.7
272896,2132,8.04,4.151,4352,62.7
273024,2133,8.04,4.126,4351,62.7
273152,2134,8.03,4.102,4349,62.8
273280,2135,8.06,3.904,4348,62.8
273408,2136,8.06,3.784,4347,62.9
273536,2137,8.08,3.762,4346,62.9
273664,2138,8.08,3.807,4345,63.0
273792,2139,8.1,3.845,4343,63.0
273920,2140,8.09,3.971,4342,63.1
274048,2141,8.07,4.098,4341,63.1
274176,2142,8.05,4.185,4340,63.2
274304,2143,8.03,4.217,4339,63.2
274432,2144,8.05,4.22,4337,63.3
274560,2145,8.04,4.201,4336,63.3
274688,2146,8.04,4.086,4335,63.4
274816,2147,8.03,4.087,4334,63.4
274944,2148,8.03,4.172,4333,63.5
275072,2149,8.03,4.167,4331,63.5
275200,2150,8.04,4.141,4330,63.5
275328,2151,8.04,4.271,4329,63.6
275456,2152,8.03,4.182,4328,63.6
275584,2153,8.03,4.112,4327,63.7
275712,2154,8.03,4.157,4326,63.7
275840,2155,8.03,4.092,4324,63.8
275968,2156,8.02,4.113,4323,63.8
276096,2157,8.04,4.081,4322,63.9
276224,2158,8.05,4.21,4321,63.9
276352,2159,8.07,4.178,4320,64.0
276480,2160,8.07,4.223,4318,64.0
276608,2161,8.07,4.293,4317,64.1
276736,2162,8.07,4.433,4316,64.1
276864,2163,8.07,4.283,4315,64.2
276992,2164,8.06,4.259,4314,64.2
277120,2165,8.04,4.256,4313,64.3
277248,2166,8.04,4.166,4312,64.3
277376,2167,8.04,4.146,4310,64.3
277504,2168,8.04,4.056,4309,64.4
277632,2169,8.04,4.026,4308,64.4
277760,2170,8.05,3.975,4307,64.5
277888,2171,8.05,4.02,4306,64.5
278016,2172,8.05,4.025,4304,64.6
278144,2173,8.06,3.999,4303,64.6
278272,2174,8.08,3.952,4302,64.7
278400,2175,8.07,4.093,4301,64.7
278528,2176,8.06,4.159,4300,64.8
278656,2177,8.07,4.123,4299,64.8
278784,2178,8.07,4.128,4298,64.9
278912,2179,8.07,4.088,4297,64.9
279040,2180,8.07,4.113,4296,65.0
279168,2181,8.06,3.944,4294,65.0
279296,2182,8.06,3.859,4293,65.0
279424,2183,8.06,4.059,4292,65.1
279552,2184,8.05,3.975,4291,65.1
279680,2185,8.04,4.031,4290,65.2
279808,2186,8.03,4.117,4289,65.2
279936,2187,8.03,4.202,4287,65.3
280064,2188,8.04,4.291,4283,65.4
280192,2189,8.04,4.241,4282,65.4
280320,2190,8.03,4.227,4281,65.5
280448,2191,8.03,4.182,4280,65.5
280576,2192,8.04,4.196,4279,65.6
280704,2193,8.05,4.19,4277,65.6
280832,2194,8.04,4.201,4276,65.7
280960,2195,8.03,4.102,4275,65.7
281088,2196,8.04,4.056,4274,65.8
281216,2197,8.05,4.115,4273,65.8
281344,2198,8.04,4.186,4272,65.9
281472,2199,8.05,4.16,4271,65.9
281600,2200,8.06,4.084,4270,65.9
281728,2201,8.07,4.103,4268,66.0
281856,2202,8.06,4.109,4267,66.0
281984,2203,8.05,4.13,4266,66.1
282112,2204,8.05,4.165,4265,66.1
282240,2205,8.04,4.131,4264,66.2
282368,2206,8.02,4.298,4263,66.2
282496,2207,8.0,4.3,4261,66.3
282624,2208,8.0,4.385,4260,66.3
282752,2209,8.0,4.285,4259,66.4
282880,2210,8.01,4.264,4258,66.4
283008,2211,8.05,4.14,4257,66.5
283136,2212,8.06,4.104,4256,66.5
283264,2213,8.07,4.108,4255,66.6
283392,2214,8.08,4.047,4254,66.6
283520,2215,8.09,3.991,4253,66.7
283648,2216,8.09,3.951,4252,66.7
283776,2217,8.06,4.124,4251,66.8
283904,2218,8.06,4.204,4250,66.8
284032,2219,8.05,4.24,4249,66.8
284160,2220,8.06,4.264,4247,66.9
284288,2221,8.05,4.155,4246,66.9
284416,2222,8.07,4.213,4246,67.0
284544,2223,8.05,4.16,4244,67.0
284672,2224,8.05,4.01,4243,67.1
284800,2225,8.05,4.04,4242,67.1
284928,2226,8.06,4.009,4241,67.2
285056,2227,8.05,4.0,4240,67.2
285184,2228,8.05,4.05,4239,67.3
285312,2229,8.06,4.094,4238,67.3
285440,2230,8.05,4.245,4237,67.4
285568,2231,8.06,4.124,4236,67.4
285696,2232,8.07,4.173,4235,67.5
285824,2233,8.05,4.255,4234,67.5
285952,2234,8.07,4.168,4232,67.6
286080,2235,8.07,4.193,4231,67.6
286208,2236,8.06,4.089,4230,67.6
286336,2237,8.05,4.185,4229,67.7
286464,2238,8.04,4.201,4228,67.7
286592,2239,8.05,4.105,4227,67.8
286720,2240,8.02,4.338,4226,67.8
286848,2241,8.02,4.318,4225,67.9
286976,2242,8.02,4.238,4224,67.9
287104,2243,8.03,4.082,4223,68.0
287232,2244,8.03,3.992,4222,68.0
287360,2245,8.05,4.05,4221,68.1
287488,2246,8.05,3.99,4220,68.1
287616,2247,8.06,3.994,4219,68.2
287744,2248,8.07,4.138,4217,68.2
287872,2249,8.07,4.278,4216,68.3
288000,2250,8.08,4.277,4215,68.3
288128,2251,8.07,4.333,4214,68.4
288256,2252,8.05,4.36,4213,68.4
288384,2253,8.06,4.259,4212,68.5
288512,2254,8.04,4.286,4211,68.5
288640,2255,8.03,4.277,4210,68.5
288768,2256,8.01,4.284,4209,68.6
288896,2257,8.01,4.259,4208,68.6
289024,2258,8.02,4.208,4207,68.7
289152,2259,8.01,4.184,4206,68.7
289280,2260,8.02,4.108,4205,68.8
289408,2261,8.03,3.972,4204,68.8
289536,2262,8.03,4.017,4203,68.9
289664,2263,8.03,4.002,4202,68.9
289792,2264,8.02,4.118,4201,69.0
289920,2265,8.02,4.058,4200,69.0
290048,2266,8.03,4.102,4197,69.1
290176,2267,8.02,4.248,4194,69.2
290304,2268,8.03,4.242,4193,69.2
290432,2269,8.05,4.165,4192,69.3
290560,2270,8.06,4.114,4191,69.3
290688,2271,8.07,4.113,4190,69.4
290816,2272,8.07,4.168,4189,69.4
290944,2273,8.06,4.089,4188,69.5
291072,2274,8.08,4.077,4187,69.5
291200,2275,8.08,4.157,4186,69.6
291328,2276,8.06,4.139,4185,69.6
291456,2277,8.04,4.241,4184,69.6
291584,2278,8.03,4.262,4183,69.7
291712,2279,8.04,4.231,4182,69.7
291840,2280,8.04,4.196,4181,69.8
291968,2281,8.03,4.222,4180,69.8
292096,2282,8.05,4.19,4178,69.9
292224,2283,8.05,4.18,4177,70.0
292352,2284,8.05,4.165,4176,70.0
292480,2285,8.07,4.128,4175,70.0
292608,2286,8.05,4.165,4174,70.1
292736,2287,8.05,4.17,4173,70.1
292864,2288,8.04,4.206,4172,70.2
292992,2289,8.04,4.286,4171,70.2
293120,2290,8.07,4.268,4170,70.3
293248,2291,8.09,4.266,4169,70.3
293376,2292,8.09,4.236,4168,70.4
293504,2293,8.09,4.236,4167,70.4
293632,2294,8.1,4.215,4166,70.5
293760,2295,8.11,4.189,4165,70.5
293888,2296,8.1,4.15,4164,70.6
294016,2297,8.09,4.171,4163,70.6
294144,2298,8.07,4.273,4162,70.7
294272,2299,8.06,4.309,4161,70.7
294400,2300,8.05,4.44,4160,70.8
294528,2301,8.03,4.492,4159,70.8
294656,2302,8.01,4.494,4158,70.9
294784,2303,8.0,4.475,4157,70.9
294912,2304,8.01,4.409,4156,70.9
295040,2305,8.01,4.384,4156,71.0
295168,2306,8.02,4.383,4154,71.0
295296,2307,8.02,4.293,4154,71.1
295424,2308,8.02,4.368,4153,71.1
295552,2309,8.02,4.258,4152,71.2
295680,2310,8.01,4.289,4151,71.2
295808,2311,8.01,4.239,4150,71.3
295936,2312,8.0,4.16,4149,71.3
296064,2313,8.0,4.19,4148,71.4
296192,2314,8.0,4.13,4147,71.4
296320,2315,8.0,4.16,4146,71.5
296448,2316,8.02,4.163,4145,71.5
296576,2317,8.03,4.142,4144,71.6
296704,2318,8.06,4.094,4143,71.6
296832,2319,8.07,3.988,4142,71.6
296960,2320,8.07,4.098,4142,71.7
297088,2321,8.07,4.163,4141,71.7
297216,2322,8.06,4.214,4140,71.8
297344,2323,8.05,4.295,4139,71.8
297472,2324,8.05,4.285,4138,71.9
297600,2325,8.02,4.383,4137,71.9
297728,2326,8.02,4.258,4136,72.0
297856,2327,8.03,4.182,4135,72.0
297984,2328,8.03,4.182,4134,72.1
298112,2329,8.02,4.163,4133,72.1
298240,2330,8.01,4.154,4132,72.2
298368,2331,8.03,4.137,4131,72.2
298496,2332,8.03,4.162,4130,72.3
298624,2333,8.03,4.152,4130,72.3
298752,2334,8.04,4.156,4129,72.4
298880,2335,8.04,4.146,4128,72.4
299008,2336,8.04,4.241,4127,72.4
299136,2337,8.04,4.291,4126,72.5
299264,2338,8.04,4.241,4125,72.5
299392,2339,8.08,4.242,4124,72.6
299520,2340,8.07,4.248,4123,72.6
299648,2341,8.06,4.239,4122,72.7
299776,2342,8.06,4.224,4122,72.7
299904,2343,8.05,4.035,4121,72.8
300032,2344,8.07,4.093,4117,72.9
300160,2345,8.03,4.187,4116,72.9
300288,2346,8.04,4.051,4115,73.0
300416,2347,8.04,4.056,4114,73.0
300544,2348,8.04,4.051,4114,73.1
300672,2349,8.04,4.111,4113,73.1
300800,2350,8.03,4.212,4112,73.1
300928,2351,8.06,4.064,4111,73.2
301056,2352,8.07,4.303,4110,73.2
301184,2353,8.07,4.348,4109,73.3
301312,2354,8.07,4.288,4108,73.3
301440,2355,8.07,4.348,4107,73.4
301568,2356,8.06,4.279,4106,73.4
301696,2357,8.03,4.162,4106,73.5
301824,2358,8.03,4.147,4105,73.5
301952,2359,8.03,4.072,4104,73.6
302080,2360,8.04,4.026,4103,73.6
302208,2361,8.05,4.01,4102,73.7
302336,2362,8.05,4.0,4101,73.7
302464,2363,8.05,4.095,4100,73.8
302592,2364,8.06,4.149,4099,73.8
302720,2365,8.04,4.166,4099,73.9
302848,2366,8.03,4.207,4098,73.9
302976,2367,8.04,4.216,4097,73.9
303104,2368,8.04,4.071,4096,74.0
303232,2369,8.04,4.181,4095,74.0
303360,2370,8.03,4.212,4094,74.1
303488,2371,8.03,4.152,4093,74.1
303616,2372,8.03,4.222,4092,74.2
303744,2373,8.01,4.379,4092,74.2
303872,2374,8.02,4.388,4091,74.3
304000,2375,8.02,4.373,4090,74.3
304128,2376,8.03,4.452,4089,74.4
304256,2377,8.04,4.326,4088,74.4
304384,2378,8.04,4.266,4087,74.5
304512,2379,8.05,4.145,4086,74.5
304640,2380,8.04,4.081,4086,74.6
304768,2381,8.04,4.016,4085,74.6
304896,2382,8.04,4.001,4084,74.6
305024,2383,8.03,3.917,4083,74.7
305152,2384,8.03,4.027,4082,74.7
305280,2385,8.03,4.067,4082,74.8
305408,2386,8.03,4.142,4081,74.8
305536,2387,8.03,4.042,4080,74.9
305664,2388,8.02,4.083,4079,74.9
305792,2389,8.02,4.273,4078,75.0
305920,2390,8.02,4.248,4077,75.0
306048,2391,8.01,4.179,4077,75.1
306176,2392,8.02,4.213,4076,75.1
306304,2393,8.03,4.242,4075,75.2
306432,2394,8.04,4.241,4074,75.2
306560,2395,8.04,4.121,4073,75.3
306688,2396,8.05,4.0,4073,75.3
306816,2397,8.05,4.115,4072,75.3
306944,2398,8.06,3.979,4071,75.4
307072,2399,8.05,4.03,4070,75.4
307200,2400,8.04,4.091,4069,75.5
307328,2401,8.03,4.107,4068,75.5
307456,2402,8.03,4.297,4067,75.6
307584,2403,8.04,4.181,4066,75.6
307712,2404,8.04,4.141,4065,75.7
307840,2405,8.05,4.17,4065,75.7
307968,2406,8.08,3.987,4064,75.8
308096,2407,8.09,3.961,4063,75.8
308224,2408,8.11,3.794,4063,75.9
308352,2409,8.11,3.779,4062,75.9
308480,2410,8.11,3.784,4061,76.0
308608,2411,8.1,3.89,4060,76.0
308736,2412,8.08,4.032,4059,76.0
308864,2413,8.07,4.018,4058,76.1
308992,2414,8.04,4.096,4058,76.1
309120,2415,8.05,4.075,4057,76.2
309248,2416,8.06,4.084,4056,76.2
309376,2417,8.06,4.079,4055,76.3
309504,2418,8.07,3.953,4054,76.3
309632,2419,8.1,3.995,4053,76.4
309760,2420,8.1,4.03,4053,76.4
309888,2421,8.07,4.263,4052,76.5
310016,2422,8.06,4.329,4049,76.6
310144,2423,8.06,4.379,4048,76.6
310272,2424,8.05,4.43,4047,76.7
310400,2425,8.02,4.403,4046,76.7
310528,2426,8.01,4.444,4045,76.8
310656,2427,8.01,4.364,4045,76.8
310784,2428,8.01,4.254,4044,76.8
310912,2429,8.01,4.284,4043,76.9
311040,2430,8.01,4.244,4042,76.9
311168,2431,8.01,4.309,4041,77.0
311296,2432,8.01,4.319,4040,77.0
311424,2433,8.03,4.417,4040,77.1
311552,2434,8.03,4.357,4039,77.1
311680,2435,8.02,4.253,4038,77.2
311808,2436,8.02,4.253,4037,77.2
311936,2437,8.04,4.221,4036,77.3
312064,2438,8.04,4.161,4036,77.3
312192,2439,8.03,4.172,4035,77.4
312320,2440,8.04,4.126,4034,77.4
312448,2441,8.04,4.196,4033,77.5
312576,2442,8.05,4.24,4033,77.5
312704,2443,8.04,4.291,4032,77.5
312832,2444,8.05,4.225,4031,77.6
312960,2445,8.04,4.176,4030,77.6
313088,2446,8.04,4.166,4030,77.7
313216,2447,8.04,4.186,4029,77.7
313344,2448,8.05,4.205,4028,77.8
313472,2449,8.07,4.163,4027,77.8
313600,2450,8.07,4.118,4026,77.9
313728,2451,8.08,4.242,4026,77.9
313856,2452,8.08,4.262,4025,78.0
313984,2453,8.07,4.178,4024,78.0
314112,2454,8.07,4.168,4023,78.1
314240,2455,8.05,4.215,4022,78.1
314368,2456,8.03,4.237,4022,78.2
314496,2457,8.03,4.097,4021,78.2
314624,2458,8.03,4.157,4020,78.3
314752,2459,8.03,4.262,4019,78.3
314880,2460,8.05,4.32,4018,78.4
315008,2461,8.04,4.276,4017,78.4
315136,2462,8.03,4.312,4017,78.4
315264,2463,8.04,4.421,4016,78.5
315392,2464,8.04,4.486,4015,78.5
315520,2465,8.04,4.471,4014,78.6
315648,2466,8.04,4.406,4013,78.6
315776,2467,8.03,4.432,4013,78.7
315904,2468,8.03,4.497,4012,78.7
316032,2469,8.03,4.432,4011,78.8
316160,2470,8.02,4.423,4010,78.8
316288,2471,8.03,4.397,4009,78.9
316416,2472,8.03,4.502,4009,78.9
316544,2473,8.02,4.413,4008,79.0
316672,2474,8.04,4.291,4007,79.0
316800,2475,8.05,4.27,4006,79.1
316928,2476,8.06,4.234,4006,79.1
317056,2477,8.05,4.19,4005,79.2
317184,2478,8.05,4.09,4004,79.2
317312,2479,8.06,4.119,4003,79.2
317440,2480,8.07,4.158,4003,79.3
317568,2481,8.05,4.215,4002,79.3
317696,2482,8.05,4.225,4001,79.4
317824,2483,8.07,4.293,4000,79.4
317952,2484,8.08,4.307,3999,79.5
318080,2485,8.08,4.317,3999,79.5
318208,2486,8.06,4.319,3998,79.6
318336,2487,8.05,4.305,3997,79.6
318464,2488,8.05,4.325,3996,79.7
318592,2489,8.03,4.317,3996,79.7
318720,2490,8.01,4.334,3995,79.8
318848,2491,8.02,4.298,3994,79.8
318976,2492,8.01,4.259,3993,79.9
319104,2493,8.01,4.169,3993,79.9
319232,2494,8.02,4.163,3992,80.0
319360,2495,8.03,4.267,3991,80.0
319488,2496,8.04,4.286,3990,80.1
319616,2497,8.04,4.261,3990,80.1
319744,2498,8.05,4.375,3989,80.1
319872,2499,8.05,4.49,3988,80.2
320000,2500,8.05,4.395,3985,80.3
320128,2501,8.04,4.281,3984,80.3
320256,2502,8.04,4.301,3984,80.4
320384,2503,8.05,4.28,3983,80.4
320512,2504,8.03,4.127,3982,80.5
320640,2505,8.03,4.092,3981,80.5
320768,2506,8.02,4.093,3981,80.6
320896,2507,8.04,4.046,3980,80.6
321024,2508,8.03,3.992,3979,80.7
321152,2509,8.03,4.042,3979,80.7
321280,2510,8.03,4.157,3978,80.8
321408,2511,8.03,4.242,3977,80.8
321536,2512,8.03,4.237,3976,80.9
321664,2513,8.02,4.328,3976,80.9
321792,2514,8.03,4.267,3975,80.9
321920,2515,8.03,4.352,3974,81.0
322048,2516,8.04,4.266,3974,81.0
322176,2517,8.04,4.081,3973,81.1
322304,2518,8.04,4.121,3972,81.1
322432,2519,8.05,4.18,3971,81.2
322560,2520,8.03,4.207,3971,81.2
322688,2521,8.03,4.107,3970,81.3
322816,2522,8.02,4.208,3969,81.3
322944,2523,8.02,4.238,3968,81.4
323072,2524,8.02,4.178,3968,81.4
323200,2525,8.02,4.108,3967,81.5
323328,2526,8.02,4.233,3966,81.5
323456,2527,8.03,4.292,3965,81.6
323584,2528,8.03,4.352,3965,81.6
